time,hops
50,19
50,18
50,15
50,14
50,17
50,17
50,20
50,21
50,21
50,16
50,15
50,15
50,17
50,16
50,19
50,13
50,19
50,17
50,14
50,14
50,17
50,16
50,15
50,15
50,16
50,17
50,20
50,18
50,18
50,18
50,13
50,14
50,17
50,17
50,17
50,20
50,18
50,15
50,14
50,15
50,17
50,15
50,17
50,17
50,18
50,19
50,16
50,15
50,14
50,13
50,10
50,13
50,14
50,17
50,11
50,10
50,15
50,10
50,18
50,19
50,15
50,14
50,13
50,17
50,17
50,14
50,16
50,15
50,15
50,15
50,16
50,12
50,19
50,14
50,17
50,14
50,17
50,18
50,15
50,13
50,12
50,11
50,18
50,21
50,13
50,18
50,14
50,12
50,14
50,16
50,11
50,14
50,11
50,16
50,18
50,13
50,17
50,15
50,15
50,12
50,17
50,11
50,15
50,16
50,14
50,10
50,10
50,20
50,13
50,12
50,15
50,15
50,14
50,12
50,15
50,13
50,13
50,14
50,11
50,17
50,22
50,14
50,14
50,14
50,15
50,15
50,12
50,11
50,12
50,13
50,14
50,14
50,17
50,17
50,15
50,14
50,14
50,11
50,14
50,13
50,13
50,13
50,12
50,11
50,17
50,13
50,14
50,15
50,14
50,12
50,19
50,14
50,14
50,18
50,15
50,17
50,15
50,14
50,17
50,18
50,19
50,13
50,13
50,20
50,12
50,13
50,14
50,13
50,20
50,16
50,12
50,12
50,18
50,13
50,15
50,13
50,17
50,14
50,15
50,13
50,19
50,16
50,10
50,15
50,12
50,14
50,18
50,12
50,13
50,16
50,18
50,13
50,12
50,16
50,20
50,17
50,13
50,13
50,17
50,13
50,14
50,21
50,15
50,19
50,12
50,14
50,16
50,15
50,14
50,15
50,19
50,17
50,13
50,15
50,18
50,16
50,17
50,16
50,17
50,15
50,15
50,15
50,14
50,15
50,18
50,22
50,21
50,15
50,18
50,12
50,13
50,17
50,14
50,12
50,17
50,16
50,14
50,13
50,14
50,19
50,18
50,13
50,15
50,13
50,13
50,16
50,15
50,11
50,13
50,11
50,20
50,13
50,17
50,14
50,17
50,10
50,11
50,11
50,14
50,18
50,18
50,9
50,23
50,15
50,12
50,18
50,10
50,16
50,12
50,10
50,9
50,11
50,11
50,16
50,12
50,9
50,20
50,16
50,13
50,12
50,16
50,11
50,10
50,10
50,10
50,12
50,16
50,12
50,12
50,13
50,10
50,20
50,14
50,15
50,13
50,10
50,9
50,13
50,15
50,21
50,18
50,12
50,17
50,25
50,15
50,20
50,12
50,21
50,15
50,15
50,15
50,15
50,16
50,17
50,18
50,14
50,16
50,19
50,17
50,17
50,16
50,19
50,15
50,15
50,17
50,15
50,17
50,19
50,20
50,17
50,14
50,15
50,16
50,11
50,24
50,13
50,15
50,13
50,17
50,19
50,14
50,19
50,18
50,20
50,14
50,16
50,13
50,14
50,14
50,16
50,14
50,15
50,13
50,17
50,17
50,20
50,21
50,18
50,17
50,17
50,15
50,23
50,14
50,15
50,20
50,19
50,15
50,23
50,16
50,17
50,15
50,14
50,16
50,20
50,17
50,15
50,15
50,18
50,18
50,16
50,15
50,22
50,18
50,15
50,20
50,13
50,18
50,17
50,16
50,21
50,12
50,15
50,19
50,14
50,20
50,19
50,14
50,17
50,11
50,16
50,19
50,11
50,14
50,12
50,16
50,15
50,10
50,19
50,13
50,19
50,11
50,14
50,13
50,17
50,14
50,13
50,12
50,16
50,14
50,15
50,16
50,13
50,16
50,21
50,11
50,17
50,14
50,15
50,13
50,16
50,14
50,14
50,15
50,18
50,16
50,15
50,19
50,10
50,11
50,14
50,23
50,19
50,14
50,11
50,12
50,13
50,20
50,10
50,17
50,11
50,10
50,14
50,14
50,18
50,12
50,10
50,20
50,13
50,11
50,12
50,14
50,12
50,12
50,13
50,14
50,16
50,12
50,10
50,12
50,22
50,12
50,14
50,11
50,16
50,11
50,16
50,14
50,13
50,13
50,10
50,14
50,11
50,10
50,13
50,14
50,18
50,15
50,18
50,27
50,14
50,15
50,10
50,18
50,16
50,12
50,13
50,15
50,17
50,23
50,14
50,20
50,15
50,23
50,15
50,20
50,15
50,14
50,15
50,17
50,26
50,26
50,17
50,17
50,18
50,19
50,18
50,20
50,15
50,22
50,24
50,23
50,15
50,17
50,18
50,18
50,19
50,14
50,12
50,15
50,23
50,18
50,19
50,17
50,16
50,13
50,13
50,21
50,13
50,12
50,18
50,15
50,17
50,13
50,20
50,16
50,12
50,14
50,16
50,18
50,17
50,16
50,24
50,14
50,17
50,19
50,22
50,14
50,13
50,20
50,17
50,21
50,13
50,12
50,28
50,18
50,18
50,16
50,16
50,19
50,21
50,15
50,19
50,10
50,17
50,18
50,14
50,14
50,16
50,20
50,13
50,12
50,14
50,22
50,14
50,15
50,18
50,16
50,16
50,19
50,13
50,14
50,13
50,16
50,17
50,15
50,16
50,15
50,12
50,17
50,12
50,17
50,10
50,15
50,16
50,15
50,14
50,13
50,14
50,16
50,18
50,15
50,13
50,13
50,12
50,12
50,10
50,13
50,14
50,17
50,11
50,14
50,16
50,14
50,14
50,11
50,14
50,18
50,14
50,21
50,19
50,17
50,16
50,11
50,15
50,15
50,14
50,14
50,16
50,19
50,12
50,13
50,17
50,13
50,16
50,16
50,12
50,15
50,17
50,16
50,15
50,11
50,19
50,12
50,14
50,17
50,17
50,19
50,19
50,16
50,16
50,12
50,16
50,24
50,18
50,22
50,12
50,19
50,25
50,21
50,12
50,12
50,17
50,16
50,18
50,15
50,16
50,17
50,20
50,16
50,13
50,11
50,15
50,17
50,16
50,15
50,14
50,14
50,18
50,15
50,13
50,16
50,14
50,14
50,11
50,23
50,18
50,21
50,16
50,18
50,20
50,18
50,19
50,15
50,21
50,20
50,14
50,15
50,19
50,19
50,15
50,19
50,19
50,14
50,15
50,16
50,14
50,18
50,20
50,14
50,16
50,16
50,19
50,17
50,18
50,13
50,18
50,18
50,20
50,12
50,19
50,13
50,16
50,20
50,14
50,12
50,15
50,14
50,17
50,15
50,16
50,14
50,20
50,17
50,15
50,16
50,17
50,16
50,14
50,15
50,17
50,10
50,15
50,16
50,19
50,10
50,12
50,17
50,11
50,14
50,11
50,13
50,12
50,12
50,17
50,21
50,17
50,14
50,13
50,14
50,18
50,18
50,15
50,13
50,13
50,17
50,17
50,12
50,12
50,14
50,14
50,14
50,18
50,13
50,12
50,10
50,15
50,16
50,15
50,14
50,17
50,14
50,16
50,19
50,12
50,15
50,13
50,14
50,18
50,12
50,15
50,16
50,12
50,16
50,13
50,13
50,11
50,8
50,16
50,15
50,13
50,13
50,19
50,12
50,13
50,14
50,11
50,12
50,11
50,11
50,12
50,10
50,10
50,15
50,13
50,11
50,17
50,9
50,9
50,15
50,10
50,11
50,17
50,18
50,14
50,15
50,13
50,16
50,13
50,16
50,13
50,13
50,14
50,16
50,16
50,16
50,16
50,11
50,17
50,15
50,13
50,19
50,20
50,14
50,16
50,21
50,15
50,14
50,15
50,15
50,20
50,17
50,15
50,15
50,15
50,15
50,16
50,16
50,15
50,20
50,13
50,14
50,20
50,17
50,14
50,17
50,15
50,18
50,12
50,17
50,14
50,18
50,15
50,14
50,15
50,16
50,13
50,18
50,14
50,19
50,14
50,15
50,15
50,17
50,16
50,17
50,20
50,17
50,18
50,17
50,19
50,17
50,19
50,17
50,16
50,21
50,16
50,16
50,15
50,14
50,22
50,11
50,17
50,18
50,18
50,25
50,15
50,22
50,19
50,17
50,20
50,14
50,17
50,14
50,12
50,14
50,26
50,15
50,13
50,15
50,19
50,15
50,15
50,16
50,15
50,17
50,21
50,18
50,23
50,18
50,17
50,17
50,22
50,21
50,16
50,14
50,18
50,14
50,16
50,17
50,20
50,15
50,16
50,22
50,20
50,15
50,17
50,13
50,15
50,15
50,16
50,18
50,17
50,18
50,19
50,13
50,21
50,15
50,14
50,17
50,17
50,16
50,16
50,12
50,12
50,17
50,15
50,20
50,15
50,15
50,19
50,18
50,12
50,16
50,18
50,16
50,14
50,19
50,14
50,12
50,24
50,23
50,17
50,16
50,14
50,16
50,12
50,20
50,14
50,14
50,13
50,14
50,11
50,13
50,12
50,13
50,13
50,12
50,15
50,12
50,16
50,12
50,13
50,15
50,14
50,13
50,11
50,12
50,11
50,12
50,16
50,11
50,12
50,14
50,16
50,13
50,16
50,11
50,12
50,15
50,12
50,10
50,15
50,14
50,13
50,11
50,14
50,14
50,12
50,19
50,11
50,10
50,13
50,17
50,14
50,13
50,13
50,12
50,19
50,15
50,20
50,13
50,14
50,12
50,10
50,14
50,13
50,12
50,14
50,20
50,13
50,10
50,13
50,17
50,16
50,14
50,14
50,13
50,25
50,11
50,13
50,14
50,13
50,14
50,13
50,14
50,19
50,11
50,11
50,14
50,10
50,12
50,22
50,14
50,15
50,12
50,18
50,15
50,12
50,17
50,17
50,10
50,14
50,15
50,15
50,16
50,14
50,17
50,11
50,10
50,10
50,11
50,15
50,11
50,15
50,14
50,16
50,17
50,19
50,16
50,12
50,13
50,11
50,17
50,11
50,13
50,14
50,11
50,11
50,20
50,19
50,10
50,9
50,20
50,15
50,13
50,11
50,19
50,11
50,12
50,13
50,11
50,11
50,13
50,13
50,19
50,13
50,12
50,9
50,19
50,14
50,10
50,15
50,13
50,16
50,14
50,13
50,18
50,18
50,15
50,12
50,17
50,10
50,13
50,14
50,11
50,18
50,13
50,12
50,11
50,15
50,15
50,11
50,10
50,13
50,12
50,12
50,14
50,17
50,11
50,15
50,15
50,14
50,11
50,13
50,18
50,15
50,12
50,12
50,8
50,13
50,26
50,16
50,10
50,14
50,17
50,13
50,17
50,13
50,14
50,10
50,11
50,12
50,14
50,20
50,13
50,19
50,16
50,21
50,21
50,17
50,17
50,13
50,19
50,17
50,18
50,12
50,14
50,19
50,16
50,25
50,18
50,15
50,16
50,22
50,16
50,16
50,21
50,15
50,17
50,16
50,20
50,19
50,19
50,16
50,23
50,17
50,14
50,19
50,27
50,18
50,19
50,17
50,23
50,14
50,15
50,16
50,17
50,16
50,19
50,19
50,21
50,20
50,16
50,14
50,15
50,19
50,15
50,19
50,18
50,15
50,18
50,17
50,14
50,19
50,13
50,13
50,15
50,19
50,19
50,15
50,20
50,24
50,16
50,12
50,18
50,15
50,13
50,16
50,17
50,14
50,21
50,15
50,18
50,18
50,12
50,15
50,17
50,24
50,15
50,22
50,15
50,15
50,22
50,21
50,18
50,14
50,21
50,15
50,21
50,18
50,22
50,18
50,18
50,19
50,14
50,18
50,15
